Gen	theta_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	theta_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	theta_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	theta_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_14NeaDen	theta_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_16Spain_EURChinese_EASPeru_AMR	theta_17Chinese_EASPeru_AMR	tau_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	tau_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	tau_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	tau_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_14NeaDen	tau_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_16Spain_EURChinese_EASPeru_AMR	tau_17Chinese_EASPeru_AMR	lnL
32522	0.25413	0.0040886	0.0038353	0.0063927	0.0041601	0.001611	0.00032611	0.0010898	0.012056	0.0079021	0.0070354	0.0008558	0.00085547	9.3052e-05	3.997e-05	2.1091e-05	-16556641.308
32524	0.25416	0.0040893	0.0038353	0.0063927	0.0047494	0.001611	0.00032611	0.0010898	0.012056	0.0079007	0.0070354	0.0008558	0.00085547	9.3052e-05	3.997e-05	2.1091e-05	-16556587.116
32526	0.254	0.0040911	0.0038392	0.0063927	0.0044996	0.001611	0.00032611	0.0010898	0.012056	0.0078972	0.0070283	0.0008558	0.00085547	9.3052e-05	3.997e-05	2.1091e-05	-16556418.700
32528	0.25447	0.0040867	0.0038392	0.0063927	0.0040393	0.001611	0.00032611	0.0010898	0.012056	0.0079058	0.0070283	0.0008558	0.00085547	9.3052e-05	3.997e-05	2.1091e-05	-16556126.742
32530	0.25383	0.0040834	0.0038356	0.0063927	0.0038778	0.001611	0.00030065	0.0008022	0.012061	0.0079122	0.0070349	0.0008558	0.00085547	9.3052e-05	4.3356e-05	2.8653e-05	-16556540.236
32532	0.2537	0.0040875	0.0038399	0.0063927	0.0034036	0.001611	0.00030065	0.00099335	0.012061	0.0079043	0.0070271	0.0008558	0.00085547	9.3052e-05	4.3356e-05	2.3139e-05	-16556464.329
32534	0.25408	0.0041482	0.0038461	0.0064006	0.0033691	0.001613	0.00030102	0.00099457	0.012075	0.0079233	0.007033	0.00085685	0.00085652	9.3167e-05	4.341e-05	2.3168e-05	-16556232.671
32536	0.25405	0.0041465	0.0038482	0.0064006	0.0031752	0.001613	0.00030102	0.00099457	0.012073	0.0079266	0.0070291	0.00085685	0.00085652	9.3167e-05	4.341e-05	2.3168e-05	-16556336.138
32538	0.25382	0.0041391	0.0038357	0.0063942	0.0031121	0.0016114	0.00030072	0.00099358	0.012054	0.0079248	0.0070381	0.000856	0.00085567	9.3074e-05	4.3366e-05	2.3145e-05	-16556302.743
32540	0.25505	0.0041527	0.0038449	0.0064096	0.0027847	0.0016153	0.00030144	0.00099596	0.012083	0.0079369	0.0070549	0.00085805	0.00085772	9.3297e-05	4.347e-05	2.32e-05	-16556464.112
32542	0.25494	0.0041444	0.003839	0.0064023	0.0030255	0.0016135	0.0003011	0.00099484	0.012072	0.0079348	0.0070498	0.00085709	0.00085676	9.3192e-05	4.3421e-05	2.3174e-05	-16556268.260
32544	0.2556	0.0041484	0.003735	0.0064023	0.0026126	0.0016135	0.0003011	0.0012337	0.012065	0.0079273	0.0070498	0.00085709	0.00085676	9.3192e-05	4.3421e-05	1.8687e-05	-16556073.282
32546	0.25494	0.0041389	0.0037333	0.0064023	0.0031714	0.0016135	0.0003011	0.0012337	0.012073	0.0079453	0.0070531	0.00085709	0.00085676	9.3192e-05	4.3421e-05	1.8687e-05	-16555742.765
32548	0.2552	0.004143	0.003741	0.0064023	0.0028959	0.0016135	0.0003011	0.0012337	0.012063	0.0079375	0.0070386	0.00085709	0.00085676	9.3192e-05	4.3421e-05	1.8687e-05	-16556597.950
32550	0.25485	0.0041473	0.003741	0.0064023	0.0030783	0.0016135	0.0003011	0.00093441	0.012063	0.0079293	0.0070386	0.00085709	0.00085676	9.3192e-05	4.3421e-05	2.4673e-05	-16556100.184
32552	0.25361	0.0041376	0.0037381	0.0063917	0.0036021	0.0016108	0.0003006	0.0010815	0.012056	0.0079215	0.0070206	0.00085566	0.00085533	9.3037e-05	4.3349e-05	2.1247e-05	-16556223.854
32554	0.25347	0.0041373	0.0037404	0.0063917	0.0036769	0.0016108	0.0003006	0.0010815	0.012047	0.007922	0.0070163	0.00085566	0.00085533	9.3037e-05	4.3349e-05	2.1247e-05	-16556386.007
32556	0.25313	0.0041439	0.0037325	0.0063917	0.0036466	0.0016108	0.0003006	0.0010815	0.012048	0.0079093	0.0070311	0.00085566	0.00085533	9.3037e-05	4.3349e-05	2.1247e-05	-16556341.823
32558	0.25289	0.0041481	0.0037345	0.0064025	0.0030596	0.0016135	0.00030111	0.0010833	0.012068	0.0079282	0.0070512	0.00085711	0.00085678	9.3195e-05	4.3423e-05	2.1283e-05	-16556317.667
32560	0.25239	0.0041448	0.0037177	0.0063886	0.0036343	0.00161	0.00030045	0.00085665	0.01204	0.0079	0.0070523	0.00085525	0.00085492	9.2992e-05	4.3328e-05	2.6797e-05	-16556267.786
32562	0.25199	0.0041479	0.0037164	0.0063886	0.0033733	0.00161	0.00030045	0.0011108	0.012043	0.0078941	0.0070549	0.00085525	0.00085492	9.2992e-05	4.3328e-05	2.0665e-05	-16556562.134
32564	0.25186	0.0041473	0.0037124	0.006396	0.0037344	0.0016119	0.0003008	0.0011121	0.012052	0.0079134	0.0070786	0.00085623	0.0008559	9.3099e-05	4.3378e-05	2.0689e-05	-16556462.072
32566	0.25161	0.0041388	0.0036061	0.0064832	0.0034934	0.0016093	0.00030033	0.0011104	0.012033	0.007905	0.0070655	0.0008549	0.00085457	9.2954e-05	4.3311e-05	2.0657e-05	-16556081.458
32568	0.25217	0.0041411	0.0036061	0.0064832	0.0039333	0.0016093	0.00030033	0.0011104	0.012029	0.0079007	0.0070655	0.0008549	0.00085457	9.2954e-05	4.3311e-05	2.0657e-05	-16556289.025
32570	0.25359	0.0041437	0.0036125	0.0063016	0.0035348	0.0016138	0.00030116	0.0011134	0.012055	0.0079392	0.0070917	0.00085725	0.00085692	9.321e-05	4.343e-05	2.0713e-05	-16556361.056
32572	0.2528	0.0041387	0.0036129	0.0062874	0.0032841	0.0016101	0.00030048	0.00093831	0.012032	0.0079129	0.007059	0.00085532	0.00085499	9.3e-05	4.3332e-05	2.4469e-05	-16556613.740
32574	0.25261	0.0041319	0.0036095	0.0062812	0.0035588	0.0016085	0.00030018	0.0012326	0.01202	0.0079104	0.0070518	0.00085447	0.00085415	9.2908e-05	4.3289e-05	1.859e-05	-16556245.883
32576	0.2526	0.0041253	0.0037506	0.0062812	0.0032599	0.0016085	0.00030018	0.0012326	0.01202	0.007923	0.0070461	0.00085447	0.00085415	9.2908e-05	4.3289e-05	1.859e-05	-16556410.296
32578	0.25277	0.0041195	0.0037558	0.0062786	0.0032259	0.0016079	0.00030006	0.0011756	0.012008	0.0079276	0.0070304	0.00085412	0.00085379	9.287e-05	4.3271e-05	1.8582e-05	-16556355.757
32580	0.25351	0.0041322	0.0037612	0.0064043	0.0037991	0.0016117	0.00030078	0.0011784	0.01204	0.0079413	0.0070542	0.00085617	0.00085584	9.3093e-05	4.3375e-05	1.8626e-05	-16556762.002
32582	0.25302	0.0041295	0.0037519	0.0064043	0.0034281	0.0016117	0.00030078	0.0011784	0.01204	0.0079464	0.0070717	0.00085617	0.00085584	9.3093e-05	4.3375e-05	1.8626e-05	-16556279.506
32584	0.25297	0.0041382	0.0037563	0.0064043	0.0039513	0.0016117	0.00030078	0.00084352	0.012042	0.0079298	0.0070633	0.00085617	0.00085584	9.3093e-05	4.3375e-05	2.6021e-05	-16556211.411
32586	0.25273	0.0041345	0.0037565	0.0064043	0.0035304	0.0016117	0.00030078	0.00084352	0.012055	0.0079369	0.0070629	0.00085617	0.00085584	9.3093e-05	4.3375e-05	2.6021e-05	-16556566.022
32588	0.25248	0.0041305	0.0037559	0.0064043	0.0031597	0.0016117	0.00030078	0.0015002	0.012063	0.0079444	0.0070641	0.00085617	0.00085584	9.3093e-05	4.3375e-05	1.463e-05	-16556447.399
32590	0.25249	0.0041305	0.003752	0.0064043	0.0027612	0.0016117	0.00030078	0.0015002	0.012063	0.0079444	0.0070714	0.00085617	0.00085584	9.3093e-05	4.3375e-05	1.463e-05	-16556476.477
32592	0.2531	0.0040681	0.0037535	0.0064105	0.0032844	0.0016133	0.00030107	0.0015017	0.012061	0.007958	0.0070823	0.000857	0.00085667	9.3183e-05	4.3417e-05	1.4645e-05	-16556425.443
32594	0.25308	0.0040814	0.0037609	0.0064229	0.0038827	0.0016164	0.00030165	0.00087167	0.012078	0.0079627	0.0070956	0.00085865	0.00085832	9.3363e-05	4.3501e-05	2.5327e-05	-16556410.074
32596	0.25314	0.0040902	0.0037588	0.0064229	0.0042313	0.0016164	0.00030165	0.00087167	0.012078	0.0079456	0.0070996	0.00085865	0.00085832	9.3363e-05	4.3501e-05	2.5327e-05	-16556174.399
32598	0.25273	0.0040944	0.0037572	0.0064169	0.0036085	0.0016149	0.00030137	0.0012525	0.012059	0.0079228	0.0070896	0.00085786	0.00085753	9.3276e-05	4.3461e-05	1.7593e-05	-16556272.595
32600	0.25186	0.0040835	0.0037573	0.0064073	0.0030259	0.0016125	0.00030092	0.00096425	0.012046	0.0079201	0.0070681	0.00085657	0.00085625	9.3137e-05	4.3395e-05	2.2784e-05	-16556342.808
32602	0.25191	0.004084	0.0036384	0.0064128	0.0026302	0.0016139	0.00030118	0.00096507	0.012059	0.0079326	0.0070725	0.0008573	0.00085697	9.3216e-05	4.3432e-05	2.2804e-05	-16556540.374
32604	0.25189	0.004077	0.0038508	0.0064128	0.0020149	0.0016139	0.00030118	0.00078645	0.012058	0.0079462	0.007076	0.0008573	0.00085697	9.3216e-05	4.3432e-05	2.4527e-05	-16556544.575
32606	0.25181	0.0040677	0.0038571	0.0064128	0.0014288	0.0016139	0.00030118	0.00098745	0.012058	0.0079645	0.0070645	0.0008573	0.00085697	9.3216e-05	4.3432e-05	1.9534e-05	-16556219.849
32608	0.25245	0.0040796	0.0038665	0.0064272	0.0011542	0.0016175	0.00030185	0.00098968	0.012077	0.007977	0.0070792	0.00085923	0.00085891	9.3426e-05	4.353e-05	1.9578e-05	-16556290.370
32610	0.25196	0.0040757	0.0038647	0.0064272	0.0012458	0.0016175	0.00030185	0.00072847	0.012069	0.0079847	0.0070823	0.00085923	0.00085891	9.3426e-05	4.353e-05	2.6598e-05	-16556265.349
32612	0.25154	0.0040643	0.0038497	0.0064099	0.0014746	0.0016131	0.00030104	0.0012331	0.012032	0.0079638	0.0070717	0.00085691	0.00085658	9.3174e-05	4.3413e-05	1.5628e-05	-16556338.018
32614	0.25191	0.00407	0.0038497	0.0064099	0.0016401	0.0016131	0.00030104	0.0012331	0.012042	0.0079526	0.0070717	0.00085691	0.00085658	9.3174e-05	4.3413e-05	1.5628e-05	-16556120.891
32616	0.25146	0.0040751	0.0038456	0.0064099	0.0021813	0.0016131	0.00030104	0.00080599	0.012038	0.0079427	0.0070792	0.00085691	0.00085658	9.3174e-05	4.3413e-05	2.391e-05	-16556155.630
32618	0.25196	0.0040779	0.0038546	0.0064242	0.0021426	0.0016167	0.00030171	0.0008078	0.012065	0.0079727	0.0070944	0.00085883	0.0008585	9.3382e-05	4.351e-05	2.3964e-05	-16556733.082
32620	0.25201	0.0040779	0.0038602	0.0064242	0.0019849	0.0016167	0.00030171	0.0008078	0.01205	0.0079727	0.007084	0.00085883	0.0008585	9.3382e-05	4.351e-05	2.3964e-05	-16556311.689
32622	0.2519	0.0040818	0.0038602	0.0064242	0.001375	0.0016167	0.00030171	0.0008078	0.01205	0.0079651	0.007084	0.00085883	0.0008585	9.3382e-05	4.351e-05	2.3964e-05	-16556663.155
32624	0.25134	0.00409	0.0038563	0.0064242	0.001375	0.0016167	0.00030171	0.0008437	0.012046	0.0079492	0.0070912	0.00085883	0.0008585	9.3382e-05	4.351e-05	2.2944e-05	-16556315.980
32626	0.2518	0.0040858	0.0038544	0.0064242	0.001731	0.0016167	0.00031512	0.00088833	0.012046	0.0079574	0.0070947	0.00085883	0.0008585	9.3382e-05	4.1659e-05	2.1791e-05	-16556653.717
32628	0.25052	0.0040757	0.0038567	0.0064121	0.0020413	0.0016137	0.00031452	0.00088666	0.012029	0.0079471	0.0070637	0.00085721	0.00085688	9.3206e-05	4.1581e-05	2.175e-05	-16556251.448
32630	0.25122	0.0040716	0.0038474	0.0064121	0.0025582	0.0016137	0.00031452	0.00088666	0.012022	0.007955	0.0070808	0.00085721	0.00085688	9.3206e-05	4.1581e-05	2.175e-05	-16556388.634
32632	0.2508	0.0040673	0.0037316	0.0064052	0.0025106	0.001612	0.00031418	0.0008857	0.012022	0.0079464	0.0070602	0.00085629	0.00085596	9.3106e-05	4.1536e-05	2.1727e-05	-16556430.207
32634	0.25035	0.004074	0.0037385	0.0064052	0.0027467	0.001612	0.00031418	0.0011631	0.012035	0.0079333	0.0070473	0.00085629	0.00085596	9.3106e-05	4.1536e-05	1.6544e-05	-16556156.601
32636	0.25062	0.0040822	0.0037356	0.0064052	0.002866	0.001612	0.00031418	0.0011631	0.012035	0.0079173	0.0070527	0.00085629	0.00085596	9.3106e-05	4.1536e-05	1.6544e-05	-16556662.259
32638	0.25173	0.0041005	0.0037523	0.0064244	0.0026795	0.0016168	0.00031512	0.0016408	0.012067	0.0079293	0.0070635	0.00085885	0.00085852	9.3385e-05	4.166e-05	1.1799e-05	-16556388.593
32640	0.25093	0.0040996	0.0037447	0.0064132	0.0026496	0.001614	0.00031458	0.00080806	0.012046	0.0079034	0.007053	0.00085736	0.00085703	9.3222e-05	4.1588e-05	2.3874e-05	-16556363.448
32642	0.25149	0.0041017	0.0037523	0.0064224	0.002566	0.0016163	0.00031503	0.0012289	0.012053	0.0079223	0.0070591	0.00085859	0.00085826	9.3356e-05	4.1648e-05	1.5743e-05	-16556226.918
32644	0.25034	0.0040961	0.0036668	0.0064083	0.002081	0.0016127	0.00031433	0.00079014	0.01203	0.007898	0.0070473	0.0008567	0.00085637	9.315e-05	4.1556e-05	2.4378e-05	-16556535.091
32646	0.2509	0.0041013	0.0036699	0.0064163	0.0027231	0.0016148	0.00031473	0.00097781	0.012027	0.007908	0.0070591	0.00085778	0.00085745	9.3268e-05	4.1608e-05	2.4408e-05	-16556173.992
32648	0.25048	0.0040922	0.0036569	0.0064013	0.0027349	0.001611	0.00031399	0.000768	0.012007	0.0078883	0.007051	0.00085577	0.00085544	9.3049e-05	4.151e-05	2.4351e-05	-16556501.253
32650	0.25149	0.0041054	0.0036638	0.0064133	0.0030769	0.001614	0.00031458	0.00076944	0.012028	0.0078927	0.0070642	0.00085737	0.00085705	9.3224e-05	4.1588e-05	2.4397e-05	-16556550.631
32652	0.2516	0.0040998	0.0038207	0.0064133	0.0025172	0.001614	0.00031458	0.0011375	0.012028	0.0079034	0.007075	0.00085737	0.00085705	9.3224e-05	4.1588e-05	1.6503e-05	-16556108.951
32654	0.25218	0.0040991	0.003673	0.0064133	0.0025329	0.001614	0.00031458	0.0011375	0.012028	0.0079047	0.0070744	0.00085737	0.00085705	9.3224e-05	4.1588e-05	1.6503e-05	-16556196.596
32656	0.25267	0.0041041	0.0036776	0.0064133	0.0023199	0.001614	0.00031458	0.0011375	0.012028	0.0078951	0.0070656	0.00085737	0.00085705	9.3224e-05	4.1588e-05	1.6503e-05	-16556460.312
32658	0.25313	0.0040995	0.0036802	0.0064133	0.0023359	0.001614	0.00031458	0.0011375	0.012028	0.0079039	0.0070606	0.00085737	0.00085705	9.3224e-05	4.1588e-05	1.6503e-05	-16556626.612
32660	0.25241	0.0040875	0.0036717	0.0064031	0.0028297	0.0016114	0.00031408	0.00080076	0.012015	0.0079019	0.0070544	0.000856	0.00085568	9.3075e-05	4.1522e-05	2.3368e-05	-16556302.656
32662	0.25412	0.0041009	0.0036813	0.0064241	0.0030553	0.0016167	0.00031511	0.00076263	0.012043	0.0079279	0.0070824	0.00085882	0.00085849	9.3381e-05	4.1659e-05	2.4698e-05	-16556636.299
32664	0.25476	0.0041036	0.0036833	0.0064304	0.0034473	0.0016183	0.00031542	0.00076337	0.012046	0.0079381	0.0070922	0.00085966	0.00085933	9.3472e-05	4.1699e-05	2.4722e-05	-16556557.511
32666	0.25382	0.0040965	0.0036759	0.0064174	0.0029055	0.001615	0.00031478	0.00076183	0.01202	0.0079198	0.0070778	0.00085792	0.00085759	9.3283e-05	4.1615e-05	2.4672e-05	-16556228.736
32668	0.25397	0.0040912	0.0036746	0.0064174	0.00311	0.001615	0.00031478	0.00069455	0.012009	0.00793	0.0070803	0.00085792	0.00085759	9.3283e-05	4.1615e-05	2.7062e-05	-16556839.157
32670	0.25428	0.0040919	0.0036784	0.0064253	0.0030168	0.001617	0.00031517	0.00069541	0.012008	0.0079482	0.0070904	0.00085897	0.00085864	9.3398e-05	4.1666e-05	2.7095e-05	-16556654.135
32672	0.25356	0.0040883	0.0036867	0.0064253	0.0034255	0.001617	0.00031517	0.00069541	0.012011	0.0079552	0.0070744	0.00085897	0.00085864	9.3398e-05	4.1666e-05	2.7095e-05	-16556577.381
32674	0.25261	0.0040758	0.0036752	0.0064127	0.0031919	0.0016139	0.00031455	0.00069405	0.011984	0.0079486	0.0070689	0.0008573	0.00085697	9.3215e-05	4.1585e-05	2.7042e-05	-16556451.175
32676	0.25326	0.0040748	0.0036757	0.0064127	0.0033126	0.0016139	0.00031455	0.00069405	0.011978	0.0079504	0.007068	0.0008573	0.00085697	9.3215e-05	4.1585e-05	2.7042e-05	-16556646.973
32678	0.25254	0.0040667	0.0036677	0.0064	0.003306	0.0016107	0.00031393	0.00080506	0.011962	0.0079346	0.0070553	0.00085559	0.00085527	9.303e-05	4.1502e-05	2.3221e-05	-16556336.665
32680	0.25265	0.004076	0.0036814	0.0064982	0.0027021	0.0016128	0.00031434	0.00080611	0.01196	0.0079372	0.0070473	0.00085671	0.00085639	9.3152e-05	4.1556e-05	2.3251e-05	-16555958.461
32682	0.25315	0.0040904	0.0036875	0.0065147	0.0025157	0.0016169	0.00031514	0.00074432	0.011996	0.0079497	0.0070716	0.00085889	0.00085856	9.3389e-05	4.1662e-05	2.531e-05	-16556541.401
32684	0.25255	0.0040837	0.0036799	0.006334	0.0028117	0.0016131	0.00031441	0.00074259	0.011968	0.0079256	0.0070532	0.00085689	0.00085656	9.3171e-05	4.1565e-05	2.5251e-05	-16556263.774
32686	0.25202	0.0040762	0.0036827	0.0063264	0.0027784	0.0016112	0.00031403	0.0011159	0.011962	0.0079211	0.0070309	0.00085586	0.00085553	9.3059e-05	4.1515e-05	1.6762e-05	-16556625.022
32688	0.25181	0.0040772	0.0036811	0.0063264	0.0029107	0.0016112	0.00031403	0.00083814	0.011956	0.0079192	0.0070339	0.00085586	0.00085553	9.3059e-05	4.1515e-05	2.2318e-05	-16556184.111
32690	0.25226	0.0040895	0.003688	0.0063406	0.0033432	0.0016148	0.00031473	0.00084002	0.01199	0.0079307	0.0070523	0.00085778	0.00085745	9.3267e-05	4.1608e-05	2.2368e-05	-16556343.344
32692	0.25354	0.0040919	0.0036935	0.0063537	0.0030379	0.0016181	0.00031538	0.0011744	0.012003	0.0079588	0.0070708	0.00085955	0.00085922	9.346e-05	4.1694e-05	1.6066e-05	-16556305.041
32694	0.25356	0.0040886	0.0036907	0.0063537	0.0031053	0.0016181	0.00031538	0.00074154	0.012003	0.0079653	0.0070762	0.00085955	0.00085922	9.346e-05	4.1694e-05	2.5443e-05	-16556417.754
32696	0.25369	0.0040832	0.0036885	0.0063537	0.0035937	0.0016181	0.00031538	0.00091397	0.012013	0.0079758	0.0070805	0.00085955	0.00085922	9.346e-05	4.1694e-05	2.0643e-05	-16556570.439
32698	0.2537	0.0040935	0.0036925	0.0063537	0.0037152	0.0016181	0.00031538	0.00091397	0.012013	0.0079557	0.0070729	0.00085955	0.00085922	9.346e-05	4.1694e-05	2.0643e-05	-16556364.272
32700	0.25384	0.0040925	0.0036878	0.006482	0.0035299	0.0016181	0.00031538	0.00091397	0.012013	0.0079577	0.0070819	0.00085955	0.00085922	9.346e-05	4.1694e-05	2.0643e-05	-16556149.862
32702	0.25341	0.0040931	0.0036816	0.0064706	0.0035936	0.0016153	0.00031483	0.00091236	0.012002	0.0079286	0.0070688	0.00085804	0.00085771	9.3296e-05	4.1621e-05	2.0607e-05	-16556355.601
32704	0.25303	0.0040884	0.0036764	0.0064706	0.0035518	0.0016153	0.00031483	0.00091236	0.011993	0.0079377	0.0070788	0.00085804	0.00085771	9.3296e-05	4.1621e-05	2.0607e-05	-16556141.133
32706	0.25351	0.0040935	0.003683	0.0064706	0.003335	0.0016153	0.00031483	0.00091236	0.011993	0.0079277	0.0070661	0.00085804	0.00085771	9.3296e-05	4.1621e-05	2.0607e-05	-16556568.850
32708	0.25321	0.0040829	0.0036722	0.0064633	0.0032169	0.0016134	0.00031447	0.00091133	0.011979	0.0079305	0.0070708	0.00085707	0.00085674	9.319e-05	4.1574e-05	2.0584e-05	-16556472.518
32710	0.25404	0.0040928	0.003685	0.0064786	0.0031931	0.0016172	0.00031521	0.00091348	0.012011	0.0079486	0.0070797	0.00085909	0.00085876	9.341e-05	4.1672e-05	2.0632e-05	-16556202.250
32712	0.25418	0.0040927	0.0036927	0.0064786	0.0025794	0.0016172	0.00031521	0.00091348	0.012006	0.0079488	0.0070648	0.00085909	0.00085876	9.341e-05	4.1672e-05	2.0632e-05	-16556706.340
32714	0.25446	0.0040918	0.0036963	0.0064786	0.0024709	0.0016172	0.00031521	0.00075063	0.012004	0.0079506	0.007058	0.00085909	0.00085876	9.341e-05	4.1672e-05	2.5108e-05	-16556720.448
32716	0.25444	0.0041027	0.0036963	0.0064786	0.0030813	0.0016172	0.00031521	0.00075372	0.012001	0.0079294	0.007058	0.00085909	0.00085876	9.341e-05	4.1672e-05	2.5005e-05	-16556861.146
32718	0.25435	0.0040998	0.0037989	0.0064868	0.0027503	0.0016193	0.00031561	0.0010069	0.012008	0.0079552	0.0070631	0.00086018	0.00085985	9.3529e-05	4.1725e-05	1.8766e-05	-16556186.918
32720	0.25469	0.0041025	0.0037953	0.0064868	0.0032389	0.0016193	0.00031561	0.0010069	0.012001	0.00795	0.0070698	0.00086018	0.00085985	9.3529e-05	4.1725e-05	1.8766e-05	-16556161.412
32722	0.25513	0.0041094	0.0037906	0.0064868	0.0033437	0.0016193	0.00031561	0.0010069	0.012001	0.0079366	0.0070785	0.00086018	0.00085985	9.3529e-05	4.1725e-05	1.8766e-05	-16556444.895
32724	0.25532	0.0041144	0.0037988	0.0064868	0.0030674	0.0016193	0.00031561	0.0010069	0.011994	0.0079269	0.0070633	0.00086018	0.00085985	9.3529e-05	4.1725e-05	1.8766e-05	-16556306.916
32726	0.25526	0.0041252	0.0035499	0.0064965	0.0039247	0.0016217	0.00031608	0.0011501	0.012016	0.0079298	0.0070862	0.00086147	0.00086114	9.3669e-05	4.1787e-05	1.6478e-05	-16556241.092
32728	0.25495	0.0041257	0.0035461	0.0064965	0.0045313	0.0016217	0.00031608	0.00083589	0.012016	0.0079289	0.0070938	0.00086147	0.00086114	9.3669e-05	4.1787e-05	2.2672e-05	-16556499.171
32730	0.25559	0.004131	0.0035517	0.0065003	0.0041221	0.0016227	0.00031627	0.00083637	0.01202	0.0079279	0.0070909	0.00086197	0.00086164	9.3724e-05	4.1811e-05	2.2686e-05	-16556595.264
32732	0.25543	0.0041284	0.0035537	0.0065003	0.0034903	0.0016227	0.00031627	0.00083637	0.012019	0.0079329	0.0070869	0.00086197	0.00086164	9.3724e-05	4.1811e-05	2.2686e-05	-16556107.032
32734	0.25521	0.0041169	0.0035377	0.0064838	0.0034636	0.0016185	0.00031547	0.0011009	0.011988	0.0079148	0.0070828	0.00085978	0.00085945	9.3486e-05	4.1705e-05	1.7147e-05	-16556423.327
32736	0.25544	0.0041305	0.003549	0.0064942	0.0033902	0.0016211	0.00031597	0.0011027	0.012008	0.0079142	0.0070831	0.00086117	0.00086084	9.3636e-05	4.1772e-05	1.7174e-05	-16556358.285
32738	0.25493	0.0041299	0.0035541	0.0064942	0.0035332	0.0016211	0.00031597	0.0011027	0.012005	0.0079154	0.0070728	0.00086117	0.00086084	9.3636e-05	4.1772e-05	1.7174e-05	-16556201.685
32740	0.25407	0.0041155	0.0034696	0.0064717	0.003521	0.0016155	0.00031488	0.0010989	0.01197	0.007888	0.0070647	0.00085818	0.00085786	9.3312e-05	4.1628e-05	1.7115e-05	-16556155.216
32742	0.25322	0.0041236	0.0034667	0.0064717	0.0034238	0.0016155	0.00031488	0.0010989	0.011978	0.0078726	0.0070705	0.00085818	0.00085786	9.3312e-05	4.1628e-05	1.7115e-05	-16556203.693
32744	0.25295	0.004121	0.003458	0.0064638	0.0028841	0.0016135	0.00031449	0.0010975	0.011963	0.0078582	0.007071	0.00085713	0.0008568	9.3197e-05	4.1576e-05	1.7094e-05	-16556244.124
32746	0.25372	0.0041979	0.003464	0.0064731	0.0026311	0.0016159	0.00031495	0.00075728	0.011983	0.0078664	0.0070791	0.00085836	0.00085804	9.3331e-05	4.1636e-05	2.4846e-05	-16556030.990
32748	0.25354	0.0042055	0.00347	0.0064731	0.0027699	0.0016159	0.00031495	0.0013416	0.01199	0.0078521	0.0070667	0.00085836	0.00085804	9.3331e-05	4.1636e-05	1.4025e-05	-16555995.568
32750	0.25405	0.0042159	0.0034788	0.0064982	0.0025176	0.0016221	0.0002815	0.0013468	0.012037	0.0078936	0.0071036	0.00086169	0.00086136	9.3693e-05	4.6945e-05	1.4079e-05	-16556356.974
32752	0.25493	0.0042098	0.0034716	0.0064982	0.0019069	0.0016221	0.0002815	0.0013468	0.012023	0.0079051	0.0071185	0.00086169	0.00086136	9.3693e-05	4.6945e-05	1.4079e-05	-16555882.332
32754	0.25415	0.0041942	0.0034592	0.0064795	0.002157	0.0016175	0.00028069	0.0013429	0.011993	0.0078888	0.0071028	0.00085921	0.00085888	9.3423e-05	4.681e-05	1.4038e-05	-16556515.364
32756	0.25426	0.004186	0.0034527	0.0064241	0.0019454	0.0016179	0.00028077	0.0013433	0.011996	0.0079091	0.0071206	0.00085947	0.00085914	9.3451e-05	4.6824e-05	1.4043e-05	-16556376.131
32758	0.2538	0.0041822	0.0034463	0.0064248	0.0018548	0.0016181	0.0002808	0.0013435	0.012001	0.007918	0.0071352	0.00085956	0.00085923	9.3461e-05	4.6829e-05	1.4044e-05	-16556476.980
32760	0.25415	0.0041846	0.0034525	0.0064221	0.0017416	0.0016174	0.00028069	0.0013429	0.011996	0.0079068	0.0071164	0.0008592	0.00085887	9.3423e-05	4.681e-05	1.4038e-05	-16556591.965
32762	0.25395	0.0041888	0.0034586	0.0064296	0.0016779	0.0016193	0.00028101	0.0013445	0.01201	0.0079174	0.0071205	0.0008602	0.00085988	9.3532e-05	4.6864e-05	1.4055e-05	-16556674.598
32764	0.25396	0.0040417	0.0034629	0.0064296	0.0016004	0.0016193	0.00028101	0.0013445	0.011996	0.0079174	0.0071117	0.0008602	0.00085988	9.3532e-05	4.6864e-05	1.4055e-05	-16556788.143
32766	0.25348	0.0040364	0.0034626	0.0064296	0.0016942	0.0016193	0.00028101	0.0013445	0.011995	0.0079277	0.0071122	0.0008602	0.00085988	9.3532e-05	4.6864e-05	1.4055e-05	-16556565.967
