Gen	theta_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	theta_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	theta_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	theta_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_14NeaDen	theta_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_16Spain_EURChinese_EASPeru_AMR	theta_17Chinese_EASPeru_AMR	tau_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	tau_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	tau_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	tau_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_14NeaDen	tau_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_16Spain_EURChinese_EASPeru_AMR	tau_17Chinese_EASPeru_AMR	lnL
2	0.24678	0.0028774	0.0053501	0.0040641	0.0026981	0.0027772	0.00076953	0.0011643	0.010974	0.0080579	0.0066466	0.0017881	0.0017872	0.00028103	0.00012297	4.6442e-05	-16565632.352
4	0.24722	0.0028776	0.0053447	0.0040641	0.0027553	0.0027772	0.00076953	0.0011643	0.010975	0.0080575	0.0066534	0.0017881	0.0017872	0.00028103	0.00012297	4.6442e-05	-16565959.092
6	0.24712	0.0028828	0.0053482	0.0040686	0.0026387	0.0026694	0.00077039	0.0013306	0.010992	0.0080611	0.0066639	0.0017901	0.0017892	0.00028135	0.0001231	4.0729e-05	-16565967.056
8	0.2473	0.0028815	0.0053559	0.0040686	0.0022061	0.0026694	0.00077039	0.0013306	0.011001	0.0080648	0.0066544	0.0017901	0.0017892	0.00028135	0.0001231	4.0729e-05	-16566087.732
10	0.247	0.0030672	0.0053592	0.0040686	0.0025685	0.0026694	0.00077039	0.0013306	0.011008	0.0080626	0.0066503	0.0017901	0.0017892	0.00028135	0.0001231	4.0729e-05	-16565793.431
12	0.24641	0.0030589	0.0053788	0.0040586	0.0022733	0.0026628	0.0007685	0.0013273	0.010981	0.0080447	0.0066277	0.0017857	0.0017848	0.00028066	0.0001228	4.0629e-05	-16566002.550
14	0.24625	0.0030635	0.0052759	0.0040588	0.0023561	0.0026628	0.0007685	0.0013273	0.010984	0.0080327	0.0066337	0.0017856	0.0017848	0.00028066	0.0001228	4.0629e-05	-16565572.521
16	0.2469	0.0030656	0.005288	0.0040588	0.0029174	0.0026628	0.00078079	0.0013273	0.010988	0.0080272	0.0066185	0.0017856	0.0017848	0.00028066	0.00012087	4.0629e-05	-16566039.840
18	0.24664	0.00306	0.0054933	0.0040588	0.0030784	0.0026628	0.00078079	0.0013273	0.010993	0.0080418	0.0066265	0.0017856	0.0017848	0.00028066	0.00012087	4.0629e-05	-16566064.186
20	0.2465	0.0030595	0.0054956	0.0040588	0.003398	0.0026628	0.00078079	0.0013273	0.010998	0.0080433	0.0066236	0.0017856	0.0017848	0.00028066	0.00012087	4.0629e-05	-16565725.985
22	0.24599	0.0030616	0.0054886	0.0040588	0.0031269	0.0026628	0.00078079	0.0013273	0.011003	0.0080376	0.0066321	0.0017856	0.0017848	0.00028066	0.00012087	4.0629e-05	-16565726.264
24	0.24487	0.0030502	0.0051968	0.004042	0.0025684	0.0026518	0.00077756	0.0013218	0.010972	0.0080011	0.0066133	0.0017782	0.0017774	0.0002795	0.00012037	4.0461e-05	-16565731.042
26	0.24534	0.003048	0.00519	0.004201	0.0025786	0.0026507	0.00077725	0.0013213	0.010968	0.0080004	0.0066164	0.0017775	0.0017767	0.00027938	0.00012032	4.0444e-05	-16565479.866
28	0.24543	0.003048	0.005188	0.004201	0.0023513	0.0026507	0.00077725	0.0013213	0.010975	0.0080004	0.006619	0.0017775	0.0017767	0.00027938	0.00012032	4.0444e-05	-16565394.171
30	0.24552	0.003044	0.005178	0.0041975	0.0024071	0.0026485	0.00077659	0.0013202	0.010975	0.0079975	0.0066206	0.001776	0.0017752	0.00027915	0.00012022	4.041e-05	-16565712.764
32	0.24552	0.003045	0.0051756	0.0041975	0.0022966	0.0027079	0.00077659	0.0013202	0.010975	0.0079947	0.0066237	0.001776	0.0017752	0.00027303	0.00012022	4.041e-05	-16565781.400
34	0.24613	0.0030481	0.0051674	0.0041975	0.0024272	0.0026799	0.00077659	0.0012332	0.010975	0.0079866	0.0066343	0.001776	0.0017752	0.00027587	0.00012022	4.3261e-05	-16565831.552
36	0.24583	0.0030392	0.0052721	0.0041903	0.002423	0.0026753	0.00077526	0.0012311	0.010971	0.0079825	0.0066343	0.001773	0.0017721	0.0002754	0.00012001	4.3186e-05	-16565355.776
38	0.24606	0.0030493	0.0052787	0.004198	0.0028722	0.0026802	0.00077669	0.0012333	0.010992	0.0079854	0.0066506	0.0017762	0.0017754	0.00027591	0.00012023	4.3266e-05	-16565898.360
40	0.24667	0.0030462	0.0052937	0.004198	0.0029305	0.0026802	0.00077669	0.0012333	0.010992	0.0079936	0.0066317	0.0017762	0.0017754	0.00027591	0.00012023	4.3266e-05	-16565650.542
42	0.24741	0.0030474	0.0052936	0.004198	0.0034184	0.0026802	0.00077669	0.0013032	0.010991	0.0079903	0.0066318	0.0017762	0.0017754	0.00027591	0.00012023	4.0946e-05	-16565516.539
44	0.24743	0.0030445	0.0053929	0.0041939	0.0028243	0.0026776	0.00077594	0.0015484	0.010986	0.0079826	0.0066295	0.0017745	0.0017737	0.00027564	0.00012012	3.4396e-05	-16565520.641
46	0.24726	0.0030464	0.0054945	0.0041965	0.0026354	0.0026793	0.00069592	0.0015493	0.010999	0.0079875	0.0066287	0.0017756	0.0017748	0.00027581	0.00012019	3.4417e-05	-16565594.877
48	0.24764	0.0030447	0.0055077	0.0041965	0.0024994	0.0026793	0.00076232	0.0015493	0.010999	0.0079918	0.0066129	0.0017756	0.0017748	0.00027581	0.00010972	3.4417e-05	-16565340.427
50	0.24738	0.0030413	0.0054922	0.0041939	0.00282	0.0026776	0.00076185	0.001303	0.010997	0.0079911	0.0066234	0.0017745	0.0017737	0.00027564	0.00010965	4.0873e-05	-16565620.401
52	0.2468	0.0030339	0.0054803	0.0041874	0.0032891	0.0027664	0.00076066	0.001414	0.010984	0.0079855	0.006617	0.0017717	0.0017709	0.00026596	0.00010948	3.7547e-05	-16565467.422
54	0.24788	0.003045	0.0052107	0.0041982	0.003503	0.0027736	0.00076263	0.0013965	0.011016	0.0079976	0.0066549	0.0017763	0.0017755	0.00026665	0.00010977	3.8214e-05	-16565936.631
56	0.24727	0.0030295	0.0051906	0.004182	0.0035211	0.0027629	0.00075969	0.0013912	0.010982	0.0079767	0.0066292	0.0017695	0.0017686	0.00026562	0.00010934	3.8066e-05	-16565441.004
58	0.24767	0.0030256	0.005183	0.004182	0.0038681	0.0027629	0.00078336	0.001111	0.010989	0.007987	0.006639	0.0017695	0.0017686	0.00026562	0.00010604	4.4606e-05	-16565424.405
60	0.2474	0.0030255	0.0051782	0.004182	0.0039031	0.0027629	0.00078336	0.001111	0.010989	0.0079872	0.0066452	0.0017695	0.0017686	0.00026562	0.00010604	4.4606e-05	-16565405.995
62	0.24681	0.0030204	0.0053235	0.004182	0.0034502	0.0027629	0.00078336	0.00094735	0.010991	0.0080007	0.0066482	0.0017695	0.0017686	0.00026562	0.00010604	5.6945e-05	-16565383.897
64	0.24753	0.0030176	0.0051928	0.004182	0.0027714	0.0027629	0.00078336	0.0011785	0.010991	0.0080082	0.0066387	0.0017695	0.0017686	0.00026562	0.00010604	4.1793e-05	-16565271.598
66	0.24769	0.0030226	0.0051835	0.004182	0.0023614	0.0027629	0.00075676	0.0011785	0.010991	0.0079949	0.0066506	0.0017695	0.0017686	0.00026562	0.00010977	4.1793e-05	-16565290.736
68	0.24686	0.0030232	0.0052933	0.0042659	0.0025429	0.0027617	0.00075642	0.001178	0.010986	0.0079861	0.006652	0.0017687	0.0017679	0.0002655	0.00010972	4.1774e-05	-16565445.547
70	0.24748	0.0030232	0.0053005	0.0042659	0.0026584	0.0027617	0.00075642	0.001217	0.010986	0.0079861	0.006643	0.0017687	0.0017679	0.0002655	0.00010972	4.0432e-05	-16565747.408
72	0.24719	0.0030158	0.0052954	0.0042618	0.0027699	0.002759	0.00075569	0.0012159	0.010985	0.0079904	0.0066366	0.001767	0.0017662	0.00026525	0.00010961	4.0393e-05	-16565388.887
74	0.24745	0.0030107	0.0052907	0.0042618	0.0032325	0.002759	0.00075569	0.0008286	0.010985	0.0080038	0.0066424	0.001767	0.0017662	0.00026525	0.00010961	5.9273e-05	-16565751.175
76	0.24759	0.0030152	0.005315	0.00427	0.0036561	0.0027644	0.00075715	0.00099861	0.011013	0.0080229	0.0066376	0.0017704	0.0017696	0.00026576	0.00010982	4.9372e-05	-16565680.398
78	0.24684	0.003004	0.0053038	0.0042609	0.003232	0.0027585	0.00075554	0.00095879	0.010998	0.0080186	0.0066233	0.0017666	0.0017658	0.00026519	0.00010959	5.1203e-05	-16565376.357
80	0.24689	0.0030028	0.0053103	0.0042609	0.0029916	0.0027585	0.00075554	0.0011569	0.010998	0.0080216	0.0066152	0.0017666	0.0017658	0.00026519	0.00010959	4.2436e-05	-16565422.442
82	0.24617	0.0029962	0.0052968	0.0042526	0.0028694	0.0027531	0.00075407	0.00089534	0.010991	0.0080081	0.0066062	0.0017632	0.0017624	0.00026467	0.00010938	5.4618e-05	-16565719.444
84	0.24565	0.0029919	0.0052724	0.0042428	0.0028754	0.0027468	0.00075233	0.0010948	0.010966	0.0079827	0.0066063	0.0017591	0.0017583	0.00026407	0.00010912	4.4463e-05	-16565455.345
86	0.2451	0.0029935	0.0052652	0.0042428	0.0034243	0.0027468	0.00075233	0.00092432	0.010975	0.0079785	0.0066154	0.0017591	0.0017583	0.00026407	0.00010912	5.2663e-05	-16565083.964
88	0.2462	0.0030002	0.0052759	0.0042524	0.0034408	0.0027529	0.00075403	0.0010404	0.010992	0.0079964	0.0066316	0.0017631	0.0017623	0.00026466	0.00010937	4.6996e-05	-16565033.372
90	0.24599	0.0029968	0.0052695	0.0042524	0.0032749	0.0027529	0.00075403	0.0011591	0.010992	0.0080055	0.0066398	0.0017631	0.0017623	0.00026466	0.00010937	4.2187e-05	-16564873.435
92	0.24609	0.0029956	0.0055202	0.0042534	0.0034022	0.0027536	0.0007542	0.00092823	0.010999	0.0080126	0.006653	0.0017635	0.0017627	0.00026472	0.00010939	5.2702e-05	-16564900.313
94	0.24584	0.002988	0.0053812	0.0042455	0.0030826	0.0027485	0.0007528	0.00092651	0.010986	0.008003	0.0066453	0.0017602	0.0017594	0.00026423	0.00010919	5.2604e-05	-16565386.258
96	0.24652	0.0029896	0.0053859	0.0042539	0.0027042	0.0027539	0.0007543	0.00092835	0.011	0.0080308	0.0066659	0.0017637	0.0017629	0.00026476	0.00010941	5.2709e-05	-16565449.044
98	0.24699	0.0029868	0.0053968	0.0042539	0.0026874	0.0027539	0.0007543	0.00083287	0.011	0.0080383	0.0066524	0.0017637	0.0017629	0.00026476	0.00010941	5.8752e-05	-16565666.862
100	0.24661	0.0029896	0.0053919	0.0042539	0.0024315	0.0027539	0.0007543	0.00096489	0.011013	0.0080306	0.0066585	0.0017637	0.0017629	0.00026476	0.00010941	5.0713e-05	-16565268.491
102	0.24792	0.0029992	0.0054023	0.0042684	0.0027658	0.0027633	0.00075687	0.00096818	0.011051	0.0080596	0.0066911	0.0017697	0.0017689	0.00026566	0.00010978	5.0886e-05	-16565105.571
104	0.24689	0.0029848	0.0053923	0.0042533	0.0025821	0.0027535	0.00075419	0.0010853	0.011018	0.0080413	0.006656	0.0017635	0.0017626	0.00026472	0.00010939	4.5075e-05	-16564988.940
106	0.24695	0.0029814	0.0053857	0.0042533	0.003044	0.0027535	0.00075419	0.00098891	0.011018	0.0080504	0.0066641	0.0017635	0.0017626	0.00026472	0.00010939	4.9466e-05	-16565493.958
108	0.24645	0.002975	0.0056074	0.0042533	0.0036558	0.0027535	0.00073607	0.0011194	0.011018	0.0080678	0.0066656	0.0017635	0.0017626	0.00026472	0.00011208	4.37e-05	-16565265.947
110	0.2458	0.0029722	0.0056091	0.004249	0.0035737	0.0027507	0.00073532	0.00095935	0.011014	0.0080588	0.00665	0.0017617	0.0017608	0.00026445	0.00011197	5.0887e-05	-16565277.649
112	0.24601	0.0029711	0.0056072	0.0042467	0.0034483	0.0027493	0.00073494	0.00095885	0.011008	0.0080535	0.0066454	0.0017607	0.0017599	0.00026431	0.00011191	5.086e-05	-16565494.397
114	0.24556	0.0029661	0.0055946	0.0042385	0.002902	0.002744	0.00073352	0.000957	0.010994	0.0080358	0.0066347	0.0017574	0.0017565	0.0002638	0.0001117	5.0762e-05	-16565282.746
116	0.24572	0.0029694	0.0056191	0.0042465	0.0030604	0.0027491	0.0007349	0.00089118	0.011014	0.008057	0.0066306	0.0017606	0.0017598	0.00026429	0.00011191	5.4715e-05	-16564848.694
118	0.24425	0.0029583	0.0056078	0.0042329	0.0029686	0.0027403	0.00073255	0.00099323	0.010988	0.0080357	0.0066016	0.001755	0.0017542	0.00026345	0.00011155	4.8781e-05	-16564771.491
120	0.24476	0.0029639	0.0056296	0.0042443	0.0036465	0.0027477	0.00073451	0.00089478	0.011017	0.0080636	0.0066112	0.0017597	0.0017589	0.00026415	0.00011185	5.4439e-05	-16565066.508
122	0.24454	0.0029611	0.0056205	0.0042395	0.0031872	0.0027304	0.00073487	0.00089376	0.011016	0.0080528	0.006607	0.0017577	0.0017569	0.00025914	0.00011154	5.4377e-05	-16565309.202
124	0.24408	0.0029567	0.0056187	0.0042319	0.0025872	0.0027256	0.00073356	0.00089217	0.011003	0.0080362	0.0065855	0.0017546	0.0017538	0.00025867	0.00011134	5.428e-05	-16565247.039
126	0.24392	0.0029537	0.0056096	0.0042319	0.002888	0.0027256	0.00071326	0.0009624	0.011003	0.0080444	0.0065963	0.0017546	0.0017538	0.00025867	0.00011451	5.0319e-05	-16564881.092
128	0.24409	0.0029523	0.0056	0.0042319	0.0036423	0.0027256	0.00071326	0.0009624	0.010999	0.0080483	0.0066076	0.0017546	0.0017538	0.00025867	0.00011451	5.0319e-05	-16565147.245
130	0.24514	0.0029609	0.0056225	0.0042463	0.0037543	0.0027352	0.00071578	0.0009658	0.011041	0.0080817	0.0066277	0.001761	0.00176	0.00025959	0.00011491	5.0497e-05	-16565074.884
132	0.24503	0.0029608	0.0056195	0.0042462	0.0037581	0.0027352	0.00071577	0.0010282	0.01104	0.0080815	0.006631	0.001761	0.0017599	0.00025958	0.00011491	4.7429e-05	-16565040.660
134	0.24446	0.0030707	0.0055985	0.0042389	0.003899	0.0027025	0.00071454	0.0010265	0.011021	0.0080677	0.006633	0.001758	0.0017569	0.00026182	0.00011472	4.7348e-05	-16565379.541
136	0.24436	0.0030701	0.0054003	0.0042389	0.0033856	0.0027025	0.00071454	0.00097185	0.011021	0.0080693	0.0066498	0.001758	0.0017569	0.00026182	0.00011472	5.0009e-05	-16565316.905
138	0.24462	0.003074	0.0053914	0.0042389	0.0028649	0.0027025	0.00071454	0.00097185	0.011029	0.0080591	0.0066609	0.001758	0.0017569	0.00026182	0.00011472	5.0009e-05	-16565408.448
140	0.24419	0.0030735	0.0053953	0.0042389	0.0033053	0.0027025	0.00071454	0.00097185	0.011032	0.0080603	0.006656	0.001758	0.0017569	0.00026182	0.00011472	5.0009e-05	-16565216.654
142	0.24474	0.0030781	0.005409	0.0042446	0.0028289	0.0027058	0.00071542	0.00101	0.011044	0.0080682	0.0066557	0.00176	0.0017591	0.00026215	0.00011486	4.8239e-05	-16565218.942
144	0.24524	0.0030781	0.0055973	0.0042446	0.0030404	0.0027058	0.00071542	0.00101	0.011049	0.0080684	0.0066483	0.00176	0.0017591	0.00026215	0.00011486	4.8239e-05	-16565099.364
146	0.24452	0.003072	0.0054936	0.0042343	0.0033515	0.0026992	0.00071368	0.0010076	0.011026	0.0080449	0.0066321	0.0017557	0.0017548	0.00026151	0.00011458	4.8121e-05	-16565327.407
148	0.24421	0.0030723	0.0054804	0.0042343	0.0028142	0.0026992	0.00071368	0.0010076	0.011034	0.0080443	0.0066481	0.0017557	0.0017548	0.00026151	0.00011458	4.8121e-05	-16564957.593
150	0.24351	0.0030551	0.0054496	0.004219	0.0032877	0.0026895	0.00071111	0.0011622	0.010994	0.0080313	0.0066375	0.0017494	0.0017485	0.00026057	0.00011417	4.1418e-05	-16564759.186
152	0.24436	0.0030689	0.0054654	0.0042268	0.002721	0.0026945	0.00071242	0.00093761	0.011021	0.0080248	0.0066427	0.0017526	0.0017517	0.00026105	0.00011438	5.1529e-05	-16565037.374
154	0.24455	0.0030682	0.0054722	0.0042268	0.0022858	0.0026945	0.00071242	0.00093761	0.011027	0.0080266	0.0066346	0.0017526	0.0017517	0.00026105	0.00011438	5.1529e-05	-16565110.073
156	0.24465	0.00307	0.0054709	0.0042268	0.0025265	0.0026945	0.00071242	0.00086204	0.011027	0.0080218	0.0066361	0.0017526	0.0017517	0.00026105	0.00011438	5.6046e-05	-16565051.240
158	0.24417	0.00307	0.0054639	0.0042268	0.0025516	0.0026945	0.00071242	0.00097743	0.011036	0.0080218	0.0066446	0.0017526	0.0017517	0.00026105	0.00011438	4.9429e-05	-16564966.893
160	0.2449	0.0030016	0.0054809	0.0042351	0.0020861	0.0026998	0.00071383	0.00097937	0.011058	0.0080446	0.0066502	0.0017561	0.0017552	0.00026157	0.0001146	4.9527e-05	-16565410.745
162	0.2444	0.0029903	0.0054544	0.0042228	0.0027096	0.0026919	0.00071174	0.0009765	0.011029	0.008028	0.0066435	0.001751	0.0017501	0.0002608	0.00011427	4.9382e-05	-16565605.237
164	0.24421	0.0029799	0.0054459	0.0042172	0.0027297	0.0026884	0.00071081	0.00097522	0.011014	0.0080349	0.0066364	0.0017487	0.0017478	0.00026046	0.00011412	4.9317e-05	-16565045.088
166	0.24443	0.0029799	0.0055212	0.0042172	0.0020797	0.0026884	0.00071081	0.00097522	0.011008	0.0080349	0.0066425	0.0017487	0.0017478	0.00026046	0.00011412	4.9317e-05	-16564903.134
168	0.24416	0.0029698	0.0055136	0.004212	0.0023244	0.002685	0.00070993	0.00097401	0.011001	0.0080421	0.0066352	0.0017465	0.0017456	0.00026013	0.00011398	4.9256e-05	-16565209.204
170	0.2445	0.0029698	0.005523	0.004212	0.0028401	0.002685	0.00070993	0.00097401	0.011001	0.0080421	0.0066239	0.0017465	0.0017456	0.00026013	0.00011398	4.9256e-05	-16565346.860
172	0.24476	0.0029652	0.0053492	0.0042077	0.0027778	0.0027372	0.0007092	0.00097301	0.01099	0.0080383	0.0066137	0.0017447	0.0017438	0.00025465	0.00011386	4.9206e-05	-16565366.720
174	0.24483	0.0029677	0.0054436	0.0042077	0.0025526	0.0026796	0.0007092	0.00097301	0.010997	0.0080313	0.0066222	0.0017447	0.0017438	0.00026013	0.00011386	4.9206e-05	-16565219.828
176	0.2452	0.0029648	0.0054536	0.0042139	0.0026132	0.0026835	0.00071025	0.00097446	0.011013	0.008063	0.0066298	0.0017473	0.0017464	0.00026052	0.00011403	4.9279e-05	-16565329.578
178	0.24437	0.0029604	0.0054447	0.0042093	0.0025319	0.0026806	0.00070948	0.0009734	0.011005	0.0080575	0.0066262	0.0017454	0.0017445	0.00026023	0.0001139	4.9225e-05	-16565403.106
180	0.24335	0.0029536	0.0054234	0.0042019	0.0026334	0.0026759	0.00072951	0.00084952	0.011001	0.0080479	0.0066289	0.0017423	0.0017414	0.00025978	0.00011039	5.6206e-05	-16565486.001
182	0.24319	0.0029548	0.005427	0.0042019	0.0024554	0.0026759	0.00072951	0.00097873	0.011008	0.0080446	0.0066245	0.0017423	0.0017414	0.00025978	0.00011039	4.8786e-05	-16565181.190
184	0.24334	0.0029587	0.0054153	0.0042987	0.0030027	0.0026768	0.00072975	0.00097906	0.011012	0.0080392	0.0066432	0.0017429	0.001742	0.00025986	0.00011043	4.8802e-05	-16565086.559
186	0.24401	0.0029585	0.0054113	0.0043631	0.0036406	0.0026795	0.00073049	0.0010026	0.011024	0.0080563	0.0066617	0.0017447	0.0017438	0.00026013	0.00011054	4.7753e-05	-16564982.220
188	0.24374	0.003059	0.0054093	0.0043631	0.0033605	0.0026795	0.00073049	0.00084395	0.011033	0.0080562	0.0066642	0.0017447	0.0017438	0.00026013	0.00011054	5.6729e-05	-16565479.452
190	0.24273	0.0030482	0.0053869	0.004349	0.0036559	0.0026709	0.00072814	0.00096577	0.01101	0.0080327	0.0066488	0.0017391	0.0017382	0.00025929	0.00011018	4.9255e-05	-16565416.062
192	0.24268	0.0030441	0.0053818	0.0043449	0.0036789	0.0026848	0.00068717	0.0011772	0.011	0.0080283	0.0066425	0.0017374	0.0017365	0.00025745	0.00011653	4.033e-05	-16565029.619
194	0.24267	0.0030423	0.0053872	0.0043449	0.0032525	0.0026848	0.00068717	0.0011772	0.011009	0.0080331	0.0066358	0.0017374	0.0017365	0.00025745	0.00011653	4.033e-05	-16565220.965
196	0.24336	0.0030427	0.0053859	0.0043449	0.0033774	0.0026848	0.00068717	0.00099439	0.011009	0.0080319	0.0066374	0.0017374	0.0017365	0.00025745	0.00011653	4.7746e-05	-16565320.031
198	0.2445	0.003055	0.0051731	0.0043566	0.00329	0.0026921	0.00068902	0.0010109	0.011039	0.0080426	0.0066562	0.0017421	0.0017412	0.00025815	0.00011684	4.7221e-05	-16565174.358
200	0.24369	0.0030522	0.0051588	0.0043461	0.0031862	0.0026856	0.00068737	0.0011028	0.011021	0.0080114	0.0066427	0.0017379	0.001737	0.00025753	0.00011656	4.3077e-05	-16565147.038
202	0.24407	0.0030554	0.0051588	0.0043515	0.0025703	0.0026889	0.00068821	0.0011042	0.011034	0.0080226	0.006659	0.00174	0.0017391	0.00025784	0.0001167	4.3129e-05	-16564924.846
204	0.24375	0.0030551	0.005331	0.0043562	0.002302	0.0026918	0.00068896	0.00099639	0.011046	0.0080411	0.0066853	0.0017419	0.001741	0.00025812	0.00011683	4.7898e-05	-16564833.400
206	0.24325	0.0030563	0.0053301	0.0043562	0.002302	0.0026918	0.00068896	0.00078839	0.011054	0.0080379	0.0066865	0.0017419	0.001741	0.00025812	0.00011683	6.0535e-05	-16564971.926
208	0.24246	0.0030477	0.0052082	0.0043473	0.0022712	0.0026863	0.00068756	0.00094652	0.01104	0.0080277	0.0066733	0.0017384	0.0017375	0.0002576	0.00011659	5.0217e-05	-16565511.247
210	0.24215	0.0030465	0.0054049	0.0043435	0.0022391	0.002684	0.00068695	0.00094568	0.011041	0.0080168	0.0066585	0.0017369	0.0017359	0.00025737	0.00011649	5.0173e-05	-16564958.977
212	0.24172	0.0030385	0.0053884	0.0043366	0.0023069	0.0026797	0.00068586	0.00086025	0.011031	0.0080125	0.0066578	0.0017341	0.0017332	0.00025696	0.00011631	5.4981e-05	-16564957.662
214	0.24145	0.0030358	0.0053891	0.0043366	0.0029677	0.0026797	0.00068586	0.00096682	0.011031	0.0080196	0.0066569	0.0017341	0.0017332	0.00025696	0.00011631	4.892e-05	-16564989.347
216	0.24169	0.0030374	0.0053901	0.0043366	0.0031071	0.0026797	0.00068586	0.00096682	0.011031	0.0080154	0.0066557	0.0017341	0.0017332	0.00025696	0.00011631	4.892e-05	-16565072.785
218	0.24156	0.0030329	0.005386	0.0043366	0.0030318	0.002725	0.00068586	0.00092178	0.011037	0.0080272	0.0066608	0.0017341	0.0017332	0.0002527	0.00011631	5.1311e-05	-16564851.788
220	0.24135	0.0030301	0.0053812	0.0043366	0.003085	0.002725	0.00060549	0.00092178	0.011037	0.0080346	0.0066667	0.0017341	0.0017332	0.0002527	0.0001128	5.1311e-05	-16564812.033
222	0.2414	0.0030359	0.0053712	0.0043366	0.0026862	0.002725	0.00060549	0.00092178	0.011037	0.0080191	0.0066791	0.0017341	0.0017334	0.0002527	0.0001128	5.1311e-05	-16565026.716
224	0.2411	0.003038	0.0053834	0.0043366	0.0025554	0.0028245	0.00060549	0.00092178	0.011044	0.0080136	0.006664	0.0017341	0.0017334	0.00024379	0.0001128	5.1311e-05	-16565508.787
226	0.24166	0.0030378	0.0053882	0.0043429	0.0025132	0.0028286	0.00060638	0.00092313	0.011041	0.0080378	0.0066775	0.0017366	0.001736	0.00024415	0.00011296	5.1386e-05	-16564940.259
228	0.2405	0.0030266	0.005382	0.0043331	0.0017929	0.0028222	0.00060501	0.00092104	0.011025	0.008031	0.0066551	0.0017327	0.0017321	0.0002436	0.00011271	5.127e-05	-16564903.273
230	0.2414	0.0030288	0.0053951	0.0043422	0.0020803	0.0028282	0.00060628	0.00092298	0.011055	0.0080591	0.0066668	0.0017364	0.0017357	0.00024411	0.00011294	5.1378e-05	-16564640.296
232	0.24047	0.0030186	0.0053904	0.0043297	0.0026067	0.0028199	0.00060452	0.0009203	0.011031	0.0080394	0.0066339	0.0017313	0.0017307	0.0002434	0.00011262	5.1229e-05	-16564548.888
234	0.24039	0.0030171	0.0053914	0.0043297	0.0026729	0.0028199	0.00060452	0.00079367	0.011031	0.0080433	0.0066328	0.0017313	0.0017307	0.0002434	0.00011262	5.9402e-05	-16564831.302
236	0.24065	0.0030134	0.0053861	0.0043243	0.0027569	0.0028165	0.00060378	0.00079269	0.011017	0.0080334	0.006623	0.0017292	0.0017285	0.0002431	0.00011248	5.9329e-05	-16564662.551
238	0.2399	0.00301	0.0053614	0.00432	0.0026347	0.0028137	0.00060318	0.00091124	0.011011	0.0080265	0.0066403	0.0017275	0.0017268	0.00024286	0.00011237	5.1508e-05	-16564761.567
240	0.24061	0.003012	0.0053626	0.0043278	0.0027578	0.0028187	0.00060426	0.00091288	0.01103	0.00805	0.0066626	0.0017306	0.0017299	0.0002433	0.00011257	5.16e-05	-16564686.454
242	0.24043	0.0030016	0.0053558	0.0043227	0.0019347	0.0028154	0.00065726	0.0008216	0.011025	0.0080588	0.0066554	0.0017285	0.0017279	0.00024301	0.00010324	5.154e-05	-16564844.494
244	0.24053	0.0029967	0.0053425	0.0043158	0.0016306	0.0028109	0.00065622	0.00091894	0.011002	0.0080464	0.0066508	0.0017258	0.0017251	0.00024262	0.00010308	4.5934e-05	-16564408.611
246	0.24054	0.0029935	0.0053376	0.0043158	0.0018915	0.0028109	0.00065622	0.00089655	0.011012	0.0080551	0.0066569	0.0017258	0.0017251	0.00024262	0.00010308	4.7081e-05	-16564647.332
248	0.24132	0.0029988	0.0053376	0.0043218	0.0022426	0.0028148	0.00065713	0.0008978	0.011022	0.0080631	0.0066753	0.0017282	0.0017275	0.00024296	0.00010322	4.7146e-05	-16564773.693
250	0.24136	0.0029963	0.005346	0.0043235	0.0022244	0.0028159	0.00065738	0.00089814	0.011026	0.0080762	0.00667	0.0017288	0.0017282	0.00024305	0.00010326	4.7165e-05	-16564794.281
252	0.24157	0.0029989	0.0053533	0.0043235	0.0024805	0.0028159	0.00065738	0.00089814	0.011026	0.0080689	0.0066609	0.0017288	0.0017282	0.00024305	0.00010326	4.7165e-05	-16564881.521
254	0.24151	0.0029962	0.00535	0.0043235	0.0025132	0.0028159	0.00065738	0.00089814	0.011028	0.0080763	0.006665	0.0017288	0.0017282	0.00024305	0.00010326	4.7165e-05	-16564732.206
256	0.24101	0.0029921	0.0053431	0.0043235	0.0029019	0.0028159	0.00063009	0.00075192	0.011038	0.0080873	0.0066736	0.0017288	0.0017282	0.00024305	0.00010774	5.6337e-05	-16564621.938
258	0.24122	0.0029945	0.0053295	0.0043235	0.0029558	0.0028159	0.00063009	0.00085136	0.011038	0.0080809	0.0066907	0.0017288	0.0017282	0.00024305	0.00010774	4.9756e-05	-16564585.070
